docket_number,date_argued,justice,sentiment_score_afinn,sentiment_score_sentimentr,questions,interruptions,words_spoken,top_word,unigrams,most_positive_sentence,most_negative_sentence,caseName,petitioner_wins,justice_in_majority,voted_for_petitioner
18-9526,2020-05-11T00:00:00Z,JUSTICE BREYER,-2,0.0479987097624809,1,0,304,courts,morning minor arguments reservation congress courts major crimes reference government cites felix cohen expert looked letter comments aspect hear claim makes reservation reservation decide congress court power criminal crimes felix cohen answer question abolished tribal courts criminal jurisdiction indian court indian territory courts federal courts 1906 act territorial courts federal power law called law called laws territory oklahoma 1907 act enabling act civil criminal proceeded held determined courts coming successors district courts territory oklahoma united courts indian territory ambiguous practice felix cohen read,"Good morning, counsel.","First, they abolished tribal courts and put the criminal jurisdiction in the Indian court, the Indian territory courts, which are federal courts.",MCGIRT v. OKLAHOMA,TRUE,TRUE,TRUE
18-9526,2020-05-11T00:00:00Z,JUSTICE ALITO,-0.5,-0.0942789994414207,10,2,393,act,referred oklahoma enabling act language pending territorial court time statehood federal district courts courts depending prosecuted prosecuted indian country meaning oklahoma treated anyplace 1897 statute laws united enforced territory apply persons irrespective race time statehood treated based race consistent act happened happened statehood cite single major crimes act transferred prosecuted federal court correct 90 percent people live directly affected creek tribe people decide favor surprised learn living reservation subject laws imposed body accountable extent tribe's authority indians tribe contract dispute employment contract lease purchase tribal sue indian tribal court tribal law reservation indian chose business entering reservation business considered consent,"Well, what would you say to those people when we -- if we decide this case in your -- in your favor?","You referred to the Oklahoma Enabling Act, but the language in that is that a case would be -- a case that was pending in the territorial court at the time of statehood would be sent to one of the new federal district courts or to one of the new state courts depending on where it would have been prosecuted if it had been prosecuted in a state.",MCGIRT v. OKLAHOMA,TRUE,FALSE,FALSE
18-9526,2020-05-11T00:00:00Z,JUSTICE SOTOMAYOR,0.4,0.203273830632697,6,0,173,court,penalties federal court imposed court disagree defendants entitled raise win defendants entitled challenge convictions choose risk discussion dependent indian community irrelevant finish answer thomas's question understand existing reservations creek nation issue fee simple possessions indians indians living reservations understand concurrent federal indian jurisdiction issues involved people tie,"Counsel, could you finish your answer to Justice Breyer, please?",Am I to take it that your argument is that that's almost irrelevant?,MCGIRT v. OKLAHOMA,TRUE,TRUE,TRUE
18-9526,2020-05-11T00:00:00Z,JUSTICE KAGAN,-0.666666666666667,0.232016853723371,3,2,150,term,pick gershengorn irrelevant wrong sandoval creek nation understood answer term consistent inconsistent words supposed umbrella term integrates standard reservations kanji continue talking consequences focus adoptions foster care proceedings concern respect disruption questions role decision city sherrill plays,"Mr. Kanji, could I ask you to continue and -- you're talking about the consequences of this, and focus particularly about adoptions and foster care proceedings, because I know there's been some concern about that.","So, if I could pick up on that, Mr. Gershengorn, you said irrelevant and wrong.",MCGIRT v. OKLAHOMA,TRUE,TRUE,TRUE
18-9526,2020-05-11T00:00:00Z,JUSTICE GORSUCH,0.333333333333333,0.114548945761747,3,0,191,act,heard bit chance discuss terrible practical consequences follow ruling clients criminal convictions addressed ground difficulties heard administering tulsa respond parade horribles inform analysis interpretation statute treaty fair amount discussion morning oklahoma enabling act suggestion inconceivable congress admitted union significant portion federal reservation subject major crimes act fair chance response question,"Thank you, counsel.",We can put aside the criminal convictions -- you've addressed those -- but just the on-the-ground difficulties we've heard about in administering Tulsa.,MCGIRT v. OKLAHOMA,TRUE,TRUE,TRUE
18-9526,2020-05-11T00:00:00Z,JUSTICE KAVANAUGH,0.333333333333333,0.208171658695886,3,1,501,indian,morning gershengorn talk bit history comment colleagues react situation reservation existing congress arguably diminished reservation territory 1890 indian territory predominantly white 60 percent population significant black population 10 percent 30 percent indian question 1890 situation treaties 1832 1833 grant creeks tribes land civil war key tribes tribes align confederacy civil war tribes black slaves lots black slaves treaty 1866 united happy tribes aligned confederacy matter treaty 1866 grants rights railroads railroads lead settlements settlements lead towns predominantly white 1890 odd situation indian territory nominally predominantly white congress's options time remove whites remove indians happen remaining options tribal government indians contrary tradition create congress chose option lot happened 17 history talking indian territory reservations 60 percent white 10 percent black 30 percent indian relevant territory morning mentioned comment understand situation 1890 90 understand text statutes focus text text statute abolishes tribal courts text statute creates essence municipal towns indian territory 1890s significance statutes assessing sovereignty ultimately question suggested status legislative executive judicial power statutes tribal courts municipal towns tribal courts difference tribes governing jurisdiction predominantly indian reaction,"Thank you, Chief Justice, and good morning.","The tribes have black slaves, lots of black slaves.",MCGIRT v. OKLAHOMA,TRUE,FALSE,FALSE
18-9526,2020-05-11T00:00:00Z,JUSTICE GINSBURG,-1.41666666666667,0.0222969552532401,3,1,278,federal,claim immunity prosecution major crime position federal prosecutor charged client federal penalties understand harsh forms federal due process protections harmed court federal court exposed penalties makes hard hundreds hundreds prosecutions heinous offenses law view undone compare situation recent ramos question redoing ramos retroactivity pales comparison involved hundreds prosecutions murder terrible sexual offenses witnesses anymore hundreds tribal cooperative agreements told lacks authority apply law increased territory remaining cession civil war told tribal cooperative agreements lacks authority apply law tribe cooperative agreements,Counsel --,I think your position is that the federal prosecutor could have charged your client?,MCGIRT v. OKLAHOMA,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,CHIEF JUSTICE ROBERTS,,0.385504262282744,1,1,56,analogy,mister munaf analogy situation gelernt,Right.,So what is -- what is the analogy to this situation?,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE THOMAS,,,,,,,,,,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE BREYER,-1,0.0210088219285627,6,4,641,habeas,suppose suppose congress passed law alien time illegally walking street officer picks prison court judge officer wrong law statute judge review prison consistent purpose habeas guess 17th century 16th century 15th century earlier purpose habeas review lawfulness officer review jail people king king officers law lot discretion statute judge determine officer law determine issued jail send inconsistency habeas people bring king's president's whoever's officers law fairly undermined yeah claim asylum circumstances claim claim judge immigration official individual behaved unlawfully contrary constitution read religious reasons claims congress hearing individual lost hard time analogies distinguishing happened walking street thrown jail claims analogies mercy statute chinese chinese exclusion analogizes habeas purposes terms jail habeas purposes accept bring normal view normal courts dealt raising tremendous discretion executive branch political question review boumediene detainee court habeas claim judge boumediene talk tremendous discretion executive branch boumediene court claim judge response,I see.,"I mean, there might be circumstances where, even on your argument, the claim is a claim that this particular judge, who is an immigration official, this particular individual behaved unlawfully, contrary to the Constitution.",DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE ALITO,,,,,,,,,,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE SOTOMAYOR,-0.214285714285714,0.196214671498447,2,8,602,habeas,kneedler alien protected ground stay legal stay expedited proceedings someone's seeking asylum statutory stay meet elements statute vastly question suspension clause predated due process clause 100 suspension clause time viewed permitting legal claim stay file habeas petition sudden transformed constitutional due process meaning provisions constitution predated finality era claimed united shore boat landed puerto rico citizenship slew finality era suspension clause habeas assume person stay meet criteria asylum act position understand assume borrowing breyer's assumption error law law application law dispute mixed questions assuming mixed question error law habeas relief unwarranted understand statute reasons judicial review errors law deal finality era absolutely finding executive executive presume habeas challenge errors law idea freedom life liberty freedom finality era remain remain legal legal error's committed respect asylum matter seeking release freedom stopped chinese exclusion people shore people stopped border shore equivalent border trouble idea habeas government stops liberty remaining remain someplace issue focus habeas issue released issue released,All right.,"And I know you'll dispute that, mixed questions, but assuming there's a mixed question or there's an error of law, are you still saying that habeas relief is unwarranted, cannot be given?",DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,FALSE,FALSE
19-161,2020-03-02T00:00:00Z,JUSTICE KAGAN,-0.125,0.196358624969768,5,10,416,follow,guess understand kneedler conditions asylum hearing adequately determines conditions release live country challenging fair hearing determine question contest guess understanding contest statute remain country asylum statute guess understanding finality era people basically connection united entered country citizens entitled proceeding person sort claim stay country subject torture persecution person treated terms kinds procedures invoke person finality era connection fear persecution torture view speak pure factual matters view applies legal matters mixed questions view hearing officer filed procedures follow law procedural requirements law laden review pretty common courts executive officer follow procedures supposed follow review pretty basic question executive officer follow rules supposed follow,"Well, there's a view as to whether the hearing officer filed the -- followed the appropriate procedures.",And that's exactly what he's challenging --,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,FALSE,FALSE
19-161,2020-03-02T00:00:00Z,JUSTICE GORSUCH,,,,,,,,,,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE KAVANAUGH,,0.130396016087429,2,3,43,based,constitutional principle change based citizen country unlawfully outer boundary,Does -- does your --,"Does your constitutional principle change at some point based on how long the non-citizen has been in the country, even though unlawfully?",DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-161,2020-03-02T00:00:00Z,JUSTICE GINSBURG,,,,,,,,,,DEPARTMENT OF HOMELAND SECURITY v. THURAISSIGIAM,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,CHIEF JUSTICE ROBERTS,2.5,0.317514463772774,2,6,279,foreign,record precise relationship domestic entity foreign affiliates formal corporate ties entities share logo brand require attributing speech foreign entity domestic reasonable insist formal corporate ties context gather undisputed effective foreign countries involved operate foreign entity effort effective american entity ground foreign country reflect views logo brand makes sense foreign entity simply channel domestic entity's speech michel minute wrap bowker,Justice Ginsburg?,"You know, they have the same name, the same logo, the same brand.",U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,JUSTICE THOMAS,2,0.0538084861918531,3,0,97,changed,michel respondent argue guidelines affiliate guidelines support remember domestic organization changed talk time affiliates alternative enforcement procedures domestic organizations changed,Thank you.,The only time that affiliates actually came up was as an alternative to the enforcement procedures that were being used toward the domestic organizations then.,U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,JUSTICE BREYER,0.333333333333333,0.115631381747852,0,0,63,fight,question offense court organization takes money government fight aids prostitutes effort safety helping fight,"Just following up on that question, some would.",Some would take offense.,U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,FALSE,FALSE
19-177,2020-05-05T00:00:00Z,JUSTICE ALITO,3.4,0.497723823927083,6,1,229,entity,understand government's position depends foreign entity ultimately legal leadership act funds separate legal entity legally distinct u.s entity correct understand meaning legally separate legally distinct apply u.s entity profit corporation trust unincorporated association situation foreign entity organized u.s entity money u.s entity grant foreign entity understood position foreign entity required endorse policy depends legally distinct u.s entity correct u.s entity trust determine legally separate foreign entity legally separate trust u.s trust recently government's test legal separation legally separate entity multifactor test regulation referred,All right.,"So the U.S. entity gets the money and the U.S. entity wants to make a sub-grant to a foreign entity, and as I understood your -- your position, whether or not the foreign entity can be required to endorse the policy depends on whether it's legally distinct from the U.S. entity.",U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,JUSTICE SOTOMAYOR,-0.111111111111111,0.103966414296957,4,2,349,program,michel short domestic agency adopt policy opposed abortion support program receive funds affiliate statement correct domestic corporation speak government's message program affiliate speak government's message time sought cert facial tantamount amounting facial challenge read prior decision basically facially addressing restriction win move question hobby lobby recognized closely held corporation viewed expressing religious beliefs owner person independent legally hurley parade organizers identified people marched parade similarly regan entity speak affiliate recognized lobbying regan government program suggest amendment context context amendment context concerned corporate formalities imputation perception extent corporations closely affiliated presuming record deal separately presuming public perceive entities amendment apply inability domestic corporations receive funds partner closely affiliated foreign entity implementing program,All right.,"So these cases seem to suggest to me that at least in the First Amendment context, let's put aside any other context, but in the First Amendment context, we are less concerned with corporate formalities than we are with imputation or perception.",U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,FALSE,FALSE
19-177,2020-05-05T00:00:00Z,JUSTICE KAGAN,,,,,,,,,,U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,,
19-177,2020-05-05T00:00:00Z,JUSTICE GORSUCH,0.5,-0.000409747065709601,2,0,117,speech,follow moment rely pretty heavily legal separation amendment cares opposed imputation hurley speak bit bit forced nature association concern chilling speech speak amendment care protecting speech concerned avoiding chilling speech,Thank you.,The First Amendment doesn't care just about protecting speech.,U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,JUSTICE KAVANAUGH,3,0.0631011097922032,2,0,80,decision,morning michel implications decision government lose programs statutes invalidated called question decision question program respect u.s domestic organizations suffered successful court's decision 2013 aware,"Thank you, Chief Justice.","In particular, if the government were to lose this case, would any other programs or statutes be invalidated or called into question by such a decision?",U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,TRUE,TRUE
19-177,2020-05-05T00:00:00Z,JUSTICE GINSBURG,0.25,0.17155127815028,3,2,138,pledge,michel questions statute exempts domestic entities requirement adopt anti prostitution policy global fund fight aids tuberculosis malaria world health organization international organizations question pledge taker foreign entities pledge nonetheless prostitutes encourage prostitutes preventative measures advance control aids pledge prostitutes preventative devices,"But let me ask you my second question, and it is: May a pledge taker -- say you're right and these foreign entities have to take the pledge -- may they nonetheless work with prostitutes to encourage the prostitutes to take preventative measures that will advance control of AIDS?","The first is that the statute exempts certain non-domestic entities from the requirement to adopt an anti-prostitution policy, and those are the Global Fund to Fight AIDS, Tuberculosis and Malaria, the World Health Organization, International",U.S. AGENCY FOR INT'L DEVELOPMENT v. ALLIANCE FOR OPEN SOCIETY INT'L,TRUE,FALSE,FALSE
19-267,2020-05-11T00:00:00Z,CHIEF JUSTICE ROBERTS,-0.5,0.354622277168859,6,11,319,teachers,personnel policy teachers job personify church values trigger exception address laughter respect personifying values factor functions teachers perform apply teachers catholic catholic schools hire teachers ratner ratner hosanna tabor looked factors issue emphasis factors religious function emphasis ministerial title guess addressing question repeat gorsuch's question representative government court supposed determine significant religious function insignificant rassbach minutes rebuttal rebut fisher,Justice Kavanaugh?,Is that enough to trigger the exception in your case?,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE THOMAS,1,0.371829839732665,2,0,142,teacher,secular court determining employee's duties functions religious question similar perplexed chemistry teacher starts class hail mary theology teacher chemistry teacher nun starts class chemistry class hail mary lay teacher teaches religion straightforward objective handle standards secular court determine function duty function religious duty function,Yes.,How would you handle those?,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE BREYER,-0.5,0.11037929360609,5,4,291,religious,statute religious exemption hiring person religion connected carrying religious organization's activities bfoq bona fide occupational qualification religious organization dismiss basis race religion national origin related religious related carrying religious activity person handicapped minister ministerial exemption apply person holds position religious leadership authority kinds evidence basis interrupt basis question religious organizations exception statute bfoq ministerial exemption confined leadership answer religious exemptions categorical line understand kinds claims brought religion plain teacher teaches religion teacher administrator discriminate basis handicap,Thank you.,"Why if it's a plain teacher and teaches religion too, why is it necessary to keep out of it entirely, even if that teacher or whoever administrator is does discriminate on the basis of handicap?",OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE ALITO,1,0.199120402109838,5,0,176,title,follow question religious exemption applied permit school hire catholic teach capacity address question school dismiss catholic person teaching faith school correct understanding breyer's question exemption title relevance titles inquiry understand person's role suppose people religiously affiliated schools title title title teacher presence absence title difference,"Well, how does it even help to understand the person's role?",It would not -- it would not address the question whether the school could dismiss somebody who is a Catholic because that person is not teaching the faith in the way in which the school wants.,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE SOTOMAYOR,-1.16666666666667,0.109536285037462,1,1,548,religious,difference teacher teaches religion class secular school teacher teaches religion religious school difference meaning evidence teacher acting workbook religious class teacher secular school question question confused exception law broader ministerial exception broader protect church teachers issue claiming fired school teaching religion wrong fired cancer fired medical condition claims age acceptable school sudden reaches age fired exception family medical leave act wage hourly laws sorts laws including breach contract schools contract teacher discriminate teacher's age disability broader giving schools power hire fire kinds people teach religion teach explained understand leadership role proselytizing role teachers played simply teaching religion encouraging define minister religious function defer religious organization's determination religious function recipe teacher prayer beginning class teacher math teacher computer teacher gym teacher religious function school hosanna prior recognizing talking leader person stewards religion entitled absolution absolution liability law suggesting judges obligation expand exemption created law congress broaden job primarily religious decades lower courts tests proposing primarily religious primarily religious functions lay teachers hired lay teachers religious teachers hard qualify primarily religious leaders,"Counsel, in your brief, you're encouraging us not just to define who's a minister by important religious function, but you're asking us to defer to the religious organization's determination of what's an important religious function.",One says she was fired because she came down with cancer and was fired for a medical condition.,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,FALSE,FALSE
19-267,2020-05-11T00:00:00Z,JUSTICE KAGAN,1,0.247879034373215,15,3,511,faith,rassbach list hypotheticals hoping answer words basically qualifies qualify math teacher told teach judaism 10 minutes week math teacher mentioned shema beginning remarks prayer takes 20 math teacher told begin class leading shema math teacher told embody jewish values infuse instruction jewish values yeah nurse catholic hospital prays sick patients told tend religious fall press communications staffer prepares press releases religious institution kinds counselor church affiliated rehab clinic urges patients reconnect faith community employee soup kitchen distributes religious literature leads grace meals church organist musical accompaniment selects hymns services cook jewish prepares kosher compliant meals children jewish school connection supposed draw ratner struck emphasis idea individual faith understood central premise ministerial exception individuals faith communities distinctive special role propagate faith position filled person faith pretty sign employee special role religious community answers talked lot language hosanna tabor leading preaching teaching hosanna tabor connected title training formal commissioning left terms preaching teaching tricky questions preaching teaching prayer day amount teaching deal,"As I understood it, that the central premise of the ministerial exception is that there are certain individuals within faith communities who have a particularly distinctive special role about how to propagate the faith.",I really am asking -- asking these things alone.,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE GORSUCH,0.583333333333333,0.0400325517971837,5,1,499,religious,follow kagan's line questioning response religious activities de minimis qualify secular court judgment deference religious organization qualified immunity sort judgment qualifies minister basis judgment activity respect religion de minimis wondering pose clients easily school takes pledge teach kids faith churches unlike minister limited clergy school janitor takes pledge school bus driver coach sincerely ministers active duties de minimis amendment rfra emphasized repeatedly inquire plaintiff's religious belief central faith protect sincerely held religious belief precisely afraid entangling courts religious judgments discriminating minority religions views unusual pursuing line suggesting sincerely held religious belief minister control court involve deciding minister de minimis words person teaching religion create sort entanglement avoid discriminate potentially minority religions views ministers reject hypotheticals speculative arisen test propose invite discriminates favor majority conceptions religious doctrine teaching simply sincerely held religious belief minister control amendment rfra,"Oh, well --",Doesn't that create just exactly the sort of entanglement problems that we've tried to avoid elsewhere and discriminate potentially against minority religions that may have different views of ministers than -- than you or I may have?,OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE KAVANAUGH,1.5,0.250695930715979,7,4,388,religious,morning rassbach exception applies teachers teach religious doctrine teachers broadly teach religious values answer question questions limits limits win thinking english teacher sprinkles references matthew 25 feed hungry art teacher talks talks art vatican football coach memorare practice game basketball coach lady victory pray kinds instilling religious values people covered covered factually guess question litigation students coaches teachers win afternoon ratner confirm view roots exception constitution statute professor laycock refers principle religious autonomy rooted free exercise establishment clause correct phrase teaching faith ahead prevail future teaching faith similar question colleague instilling religious values teaching specific doctrine school creed instilling person students teachers coaches told underscore message instructing coaching students religious told pursue analyze,"Thank you, Chief Justice.","You know, a school could have a creed of instilling the value of being a person for others in all its students, and all the teachers and coaches are told to underscore that message in how they go about instructing or coaching the students.",OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,TRUE,TRUE
19-267,2020-05-11T00:00:00Z,JUSTICE GINSBURG,-0.142857142857143,0.0558769807363123,6,2,280,teacher,answers questions religious schools employees ministers question alluded catholic sixth grade teacher jewish teacher required model catholic faith counter beliefs jewish teacher catholic minister coaches athletic coaches ministers uh huh suppose lead team prayer breadth exemption staggering people exempt anti discrimination laws stark suppose teacher teachers faith leader reports student's complaint sexual harassment priest terminated remedy cancer performance religious functions time government time care disease categorical care teacher reports student's claim abuse priest reported principal school sister mary margaret stealing school school's till regularly pay gambling excursions las vegas teacher reports terminated,Yes?,"The breadth of the exemption is staggering; that is, these people are exempt from all anti-discrimination laws.",OUR LADY OF GUADALUPE SCHOOL v. MORRISSEY-BERRU,TRUE,FALSE,FALSE
19-431,2020-05-06T00:00:00Z,CHIEF JUSTICE ROBERTS,0.5,0.458948518595005,6,8,389,employees,question francisco respond briefly francisco clement clement client sisters object employees coverage contraceptive services situation certification words government government employees contraceptive coverage means hijacking referred insurance coverer provide services sisters plan provide directly employees sort accommodation sufficient understand time zubik understand debate accommodation mandate required impose mandate resolve differences fischer,Justice -- Justice Kavanaugh?,Is it really the case that there is no way to resolve those differences?,LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE THOMAS,0.333333333333333,0.279524963447867,1,0,83,answer,francisco quick question hrsa's broad authority past answer suggest run delegation clement opportunity comment questionable standing proliferation national nationwide injunctions,"Thank you, Chief Justice.","You seem to, as you did in your past -- your last answer, suggest that",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE BREYER,-1.85714285714286,-0.00719082487060533,1,0,284,question,morning question thomas's question standards govern agency exceptions add question reactions religious clauses accommodations difficult resolve disputes substitute hostility harmony view repeat add justice's question understand proper legal box rule arbitrary capricious abuse discretion religious real basis objection women hurt religious objection insurance companies hurt raise costs taxpayers pay hurt question reasonable effort accommodate arbitrary capricious abuse discretion argued briefs appeal,"Good morning, General.","And that, I think, is arbitrary, capricious, abuse of discretion, but that is the one thing that isn't argued before us in these briefs or in this appeal.",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE ALITO,1.33333333333333,0.235576524239486,1,0,184,plan,factors medical broad issue court prior occasions affordable care act clement agree colleagues tradition accommodate diverse religious views involved hand sisters feel compelled lose told provide coverage plan period time identified women sisters contraceptives employer's plan insurance plan family government program easily afford purchase,Thank you.,"This broad issue has been before this Court on a number of prior occasions, and until this case, I hadn't seen the argument that the Affordable Care Act did not allow",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE SOTOMAYOR,-2,0.126178128020941,2,3,196,object,"calling women coverage understand figure 75 750,000 75,000 125,000 women correct clement assume government tomorrow passes law insurance company reimburse policyholder covid vaccine policy religious objection exempted insurance carrier pay submits policy submits covid 19 vaccine employer object pay policy clement rules apply contraceptives meaning government object vaccines religious objectors object vaccines plans complicit providing vaccines provided","Well, General, let's -- let's --",Can the employer object to pay through that policy?,LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,FALSE,FALSE
19-431,2020-05-06T00:00:00Z,JUSTICE KAGAN,0.5,0.178074354749021,8,7,458,objecting,morning justice's question rule sweeps broadly understand concern giving agencies leeway thousands accommodations head narrowest person situation respect existing accommodation employers objections accommodation sisters assuming objections account rule sweeps broadly essentially scraps existing accommodation employers religious objection sort definition rule evidence current exemption availed employers sister complicity objections taking advantage exemption lot employers complicity beliefs giving option written rule cover objections existing accommodation words complicity based beliefs sisters morning clement start response objection objecting sisters consistent position litigation employer objection objecting words extended view complicity employer extending complicit led sort chain reaction employees eventually coverage suggest objecting objecting employer prevail guess arguments women contraceptive coverage exemptions scheme employer prevail objecting objecting,Thank you.,"Right, but that would suggest --",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE GORSUCH,-2,0.376703783946208,0,0,54,answer,continue hear rest answer clement major feature opinion arguments briefs government failed comply procedural requirements,"Thank you, General.","Mr. Clement, a major feature of the opinion below and the arguments in the briefs at least was that the government had failed to comply with the procedural requirements of the",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE KAVANAUGH,-1,0.0546573700638279,2,0,174,alternative,morning francisco colleague text structure morning clement follow kagan's question objection objecting litigated restrictive alternative prong rfra government argue restrictive alternative situation disagree identify restrictive alternative litigated correct understand expected context question follow arbitrary capricious test exercise discretion reasonable limits identify government's discretion,Right.,"You might disagree and try to identify a less restrictive alternative, but I had thought that's where it would be litigated.",LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,TRUE,TRUE
19-431,2020-05-06T00:00:00Z,JUSTICE GINSBURG,1.4,0.0991071983158386,0,1,559,women,glaring feature government expanding exemption toss winds congress's instruction women seamless cost comprehensive coverage seamless cost comprehensive coverage leaves women hunt government programs cover covered medicaid government programs contraceptive coverage paying pocket congress happen religious freedom major trend history accommodation tolerance respect employer's workers students share employer's university's objections contraceptives time dealt subject assumed provide coverage involve cost sharing individual hobby lobby assumed certification women women receive coverage cost sharing organization health plan participants wheaton interim rules affects ability applicants employees students obtain cost range fda approved contraceptives finally zubik instructed parties endeavor accommodation employer's religious exercise time ensuring women covered employers health plans ensuring women receive equal health coverage including contraceptive coverage tossed wind congress essential women provided service services hassle cost shifting employer's religious beliefs cost employees share religious beliefs understand church church enjoyed traditionally exception mcclure circuit church organizations employ lot people share employer's faith congress delegated clement question government day government throwing wind women's entitlement seamless cost requiring women pay contraceptive services search government plan government plan covers covered contraceptive services pay pocket precisely congress happen affordable care act idea balance sisters type organizations women rub history accommodation tolerance respect divergent views,"-- the church itself has enjoyed traditionally an exception from the very first case, the McClure case in the Fifth -- Fifth Circuit.",And I did not understand,LITTLE SISTERS OF THE POOR SAINTS PETER AND PAUL HOME v. PENNSYLVANIA,TRUE,FALSE,FALSE
19-46,2020-05-04T00:00:00Z,CHIEF JUSTICE ROBERTS,1,0.350262971539852,0,13,333,language,mentioned goodyear quote language trademark statute issue language primary significance mark public test determining mark generic goodyear test absolute rule decide congress mind makes sense follow language congress chose statute 130 enacted enacted 1984 lot closer goodyear ago focus statutory language generic term booking.com means describes category services talk companies category travelocity priceline refers booking.coms booking.com generic term describe type service briefly ross ross minute wrap blatt,Justice Sotomayor?,"Now the Goodyear case had a different test, an absolute rule.",U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
19-46,2020-05-04T00:00:00Z,JUSTICE THOMAS,2,0.195882391492296,1,0,112,1,ross couple questions booking acquire vanity 1 800 booking similar 1 800 plumbing registered mark true compare goodyear goodyear generic term added term company company booking domain address analogous 1 individualized,"Yes, Ms. Ross.",The -- a couple of questions.,U.S. PATENT AND TRADEMARK OFFICE v. BOOKING.COM B.V.,FALSE,TRUE,FALSE
